Document_Number,Posting_Date,Fiscal_Year_Period,Company_Code,Store,Cost_Center,GL_Account,GL_Account_Name,Cost_Category,Cost_Subcategory,Amount_USD,Currency
ACD-100633,2025-01-24,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,169.27,USD
ACD-100634,2025-01-24,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,44.87,USD
ACD-100635,2025-01-24,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,56.21,USD
ACD-100636,2025-01-24,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,23.84,USD
ACD-100637,2025-01-24,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,16.48,USD
ACD-100638,2025-01-24,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,11.66,USD
ACD-100639,2025-01-24,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,23.39,USD
ACD-100640,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,632.1,USD
ACD-100641,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,163.7,USD
ACD-100642,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,105.31,USD
ACD-100643,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,34.1,USD
ACD-100644,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,45.15,USD
ACD-100645,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,27.0,USD
ACD-100646,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,17.46,USD
ACD-100647,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,17.79,USD
ACD-100648,2025-01-24,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,19.7,USD
ACD-100649,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,997.01,USD
ACD-100650,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,236.91,USD
ACD-100651,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,155.07,USD
ACD-100652,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,40.9,USD
ACD-100653,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,86.16,USD
ACD-100654,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,32.04,USD
ACD-100655,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,30.63,USD
ACD-100656,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,18.91,USD
ACD-100657,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,21.25,USD
ACD-100658,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,918.32,USD
ACD-100659,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,204.0,USD
ACD-100660,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,141.86,USD
ACD-100661,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,47.07,USD
ACD-100662,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,58.74,USD
ACD-100663,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,34.42,USD
ACD-100664,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,15.57,USD
ACD-100665,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,20.29,USD
ACD-100666,2025-01-25,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,24.22,USD
ACD-100667,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,816.08,USD
ACD-100668,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,186.9,USD
ACD-100669,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,135.21,USD
ACD-100670,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,40.0,USD
ACD-100671,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,51.16,USD
ACD-100672,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,26.91,USD
ACD-100673,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,23.63,USD
ACD-100674,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,12.4,USD
ACD-100675,2025-01-25,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,20.15,USD
ACD-100676,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,1068.0,USD
ACD-100677,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,266.58,USD
ACD-100678,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,190.56,USD
ACD-100679,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,47.16,USD
ACD-100680,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,66.45,USD
ACD-100681,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,35.0,USD
ACD-100682,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,18.96,USD
ACD-100683,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.85,USD
ACD-100684,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,21.26,USD
ACD-100685,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,648.03,USD
ACD-100686,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,154.24,USD
ACD-100687,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,108.75,USD
ACD-100688,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,29.7,USD
ACD-100689,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,57.07,USD
ACD-100690,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,30.46,USD
ACD-100691,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,24.31,USD
ACD-100692,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,16.72,USD
ACD-100693,2025-01-26,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,25.15,USD
ACD-100694,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,863.52,USD
ACD-100695,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,217.19,USD
ACD-100696,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,145.72,USD
ACD-100697,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,45.96,USD
ACD-100698,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,60.49,USD
ACD-100699,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,21.95,USD
ACD-100700,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,18.13,USD
ACD-100701,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.65,USD
ACD-100702,2025-01-26,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,22.88,USD
ACD-100703,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,895.17,USD
ACD-100704,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,199.49,USD
ACD-100705,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,138.73,USD
ACD-100706,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,41.31,USD
ACD-100707,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,80.97,USD
ACD-100708,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,33.52,USD
ACD-100709,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,21.27,USD
ACD-100710,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.18,USD
ACD-100711,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,29.55,USD
ACD-100712,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,720.96,USD
ACD-100713,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,185.8,USD
ACD-100714,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,118.97,USD
ACD-100715,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,35.96,USD
ACD-100716,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,53.6,USD
ACD-100717,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,21.25,USD
ACD-100718,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,20.26,USD
ACD-100719,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.21,USD
ACD-100720,2025-01-27,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,20.13,USD
ACD-100721,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,430.85,USD
ACD-100722,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,111.36,USD
ACD-100723,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,75.43,USD
ACD-100724,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,22.19,USD
ACD-100725,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,60.81,USD
ACD-100726,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,28.5,USD
ACD-100727,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,19.7,USD
ACD-100728,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,12.06,USD
ACD-100729,2025-01-27,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,14.63,USD
ACD-100730,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,868.1,USD
ACD-100731,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,207.32,USD
ACD-100732,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,147.18,USD
ACD-100733,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,50.63,USD
ACD-100734,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,65.65,USD
ACD-100735,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,33.78,USD
ACD-100736,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,27.34,USD
ACD-100737,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,20.14,USD
ACD-100738,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,21.48,USD
ACD-100739,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,605.67,USD
ACD-100740,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,141.32,USD
ACD-100741,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,103.03,USD
ACD-100742,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,34.62,USD
ACD-100743,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,59.34,USD
ACD-100744,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,30.27,USD
ACD-100745,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,18.11,USD
ACD-100746,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,22.37,USD
ACD-100747,2025-01-28,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,26.61,USD
ACD-100748,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,555.06,USD
ACD-100749,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,132.21,USD
ACD-100750,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,88.5,USD
ACD-100751,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,25.79,USD
ACD-100752,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,61.18,USD
ACD-100753,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,21.71,USD
ACD-100754,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,17.76,USD
ACD-100755,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,18.89,USD
ACD-100756,2025-01-28,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,20.5,USD
ACD-100757,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,785.89,USD
ACD-100758,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,185.89,USD
ACD-100759,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,122.31,USD
ACD-100760,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,37.12,USD
ACD-100761,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,81.17,USD
ACD-100762,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,34.43,USD
ACD-100763,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,29.54,USD
ACD-100764,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,16.25,USD
ACD-100765,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,27.66,USD
ACD-100766,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,795.67,USD
ACD-100767,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,188.99,USD
ACD-100768,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,136.02,USD
ACD-100769,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,33.76,USD
ACD-100770,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,74.13,USD
ACD-100771,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,29.1,USD
ACD-100772,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,17.38,USD
ACD-100773,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,13.32,USD
ACD-100774,2025-01-29,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,23.58,USD
ACD-100775,2025-01-29,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,555.65,USD
ACD-100776,2025-01-29,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,124.31,USD
ACD-100777,2025-01-29,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,99.89,USD
ACD-100778,2025-01-29,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,32.37,USD
